"","BGN_DATE","EVTYPE","COUNTY","COUNTYNAME","STATE","FATALITIES","INJURIES","LATITUDE","LONGITUDE"
"740562","4/28/2008 0:00:00","TORNADO",570,"COLONIAL HEIGHTS (C)","VA",0,21,3714,7724
"740565","4/28/2008 0:00:00","TORNADO",800,"SUFFOLK (C)","VA",0,200,3642,7641
"740794","6/4/2008 0:00:00","THUNDERSTORM WIND",187,"WARREN","VA",0,2,3857,7814
"740855","6/4/2008 0:00:00","THUNDERSTORM WIND",59,"FAIRFAX","VA",1,0,3851,7712
"740942","6/8/2008 0:00:00","EXCESSIVE HEAT",54,"VAZ054","VA",1,0,0,0
"740956","6/10/2008 0:00:00","LIGHTNING",69,"FREDERICK","VA",0,1,3915,7804
"741315","7/6/2008 0:00:00","LIGHTNING",810,"VIRGINIA BEACH (C)","VA",1,0,3651,7558
"741577","7/27/2008 0:00:00","THUNDERSTORM WIND",59,"FAIRFAX","VA",0,3,3848,7728
"741900","12/31/2008 0:00:00","STRONG WIND",88,"VAZ088","VA",1,0,0,0
"741906","1/1/2008 0:00:00","AVALANCHE",518,"WAZ518","WA",2,0,0,0
"741913","1/4/2008 0:00:00","AVALANCHE",518,"WAZ518","WA",1,0,0,0
"741930","1/14/2008 0:00:00","STRONG WIND",511,"WAZ510 - 511","WA",1,0,0,0
"742028","7/22/2008 0:00:00","HAIL",39,"TETON","WY",0,1,4345,11043
"742030","7/22/2008 0:00:00","FLASH FLOOD",5,"CAMPBELL","WY",0,3,4500,10534
"742032","7/22/2008 0:00:00","HAIL",39,"TETON","WY",0,1,4346,11101
"742083","6/10/2008 0:00:00","WINTER WEATHER",519,"WAZ519","WA",1,2,0,0
"742184","8/18/2008 0:00:00","THUNDERSTORM WIND",51,"PEND OREILLE","WA",1,0,4809,11718
"742283","12/26/2008 0:00:00","HEAVY SNOW",36,"WAZ036 - 037","WA",1,0,0,0
"742289","12/29/2008 0:00:00","HEAVY SNOW",36,"WAZ036","WA",0,2,0,0
"742391","4/11/2008 0:00:00","THUNDERSTORM WIND",45,"LOGAN","WV",0,1,3751,8200
"742438","5/31/2008 0:00:00","TORNADO",77,"PRESTON","WV",0,1,3933,7931
"742909","1/7/2008 0:00:00","TORNADO",59,"KENOSHA","WI",0,15,4233,8818
"742937","1/25/2008 0:00:00","COLD/WIND CHILL",72,"WIZ072","WI",1,0,0,0
"743116","5/17/2008 0:00:00","STRONG WIND",39,"WIZ039","WI",0,1,0,0
"743260","6/7/2008 0:00:00","LIGHTNING",57,"JUNEAU","WI",0,2,4355,9002
"743278","6/7/2008 0:00:00","TORNADO",21,"COLUMBIA","WI",0,6,4331,8915
"743279","6/7/2008 0:00:00","THUNDERSTORM WIND",21,"COLUMBIA","WI",0,1,4330,8913
"743496","6/12/2008 0:00:00","FLASH FLOOD",133,"WAUKESHA","WI",1,0,4300,8822
"743559","6/28/2008 0:00:00","THUNDERSTORM WIND",89,"OZAUKEE","WI",0,2,4316,8758
"743606","7/7/2008 0:00:00","LIGHTNING",55,"JEFFERSON","WI",0,1,4308,8843
"743718","7/12/2008 0:00:00","THUNDERSTORM WIND",135,"WAUPACA","WI",0,1,4430,8907
"743896","8/6/2008 0:00:00","THUNDERSTORM WIND",121,"TREMPEALEAU","WI",0,4,4415,9128
"743998","1/2/2008 0:00:00","AVALANCHE",63,"WYZ063","WY",1,0,0,0
"744017","1/12/2008 0:00:00","AVALANCHE",24,"WYZ024","WY",3,0,0,0
"744081","2/23/2008 0:00:00","AVALANCHE",22,"WYZ022","WY",0,2,0,0
"744152","5/22/2008 0:00:00","TORNADO",1,"ALBANY","WY",0,1,4100,10516
"744174","5/28/2008 0:00:00","TORNADO",13,"FREMONT","WY",0,1,4331,10937
"744223","6/18/2008 0:00:00","DUST DEVIL",25,"NATRONA","WY",1,0,4251,10618
"744506","12/27/2008 0:00:00","AVALANCHE",12,"WYZ012","WY",1,0,0,0
"744511","12/29/2008 0:00:00","AVALANCHE",12,"WYZ012","WY",0,5,0,0
"745094","3/15/2008 0:00:00","MARINE STRONG WIND",545,"PZZ545","PZ",2,0,3748,12231
"745186","6/21/2008 0:00:00","MARINE THUNDERSTORM WIND",252,"AMZ252","AM",1,3,3345,7805
"745400","5/12/2008 0:00:00","MARINE HIGH WIND",455,"ANZ455","AN",1,1,3840,7451
"745538","6/16/2008 0:00:00","MARINE THUNDERSTORM WIND",631,"ANZ631","AN",1,0,3737,7615
"745684","7/27/2008 0:00:00","MARINE THUNDERSTORM WIND",536,"ANZ536","AN",0,3,3819,7715
"745801","8/26/2008 0:00:00","MARINE STRONG WIND",335,"ANZ335","AN",1,0,4106,7319
"746000","8/23/2008 0:00:00","MARINE STRONG WIND",246,"LSZ246","LS",1,0,4711,8813
"746037","1/20/2008 0:00:00","HIGH SURF",7,"PMZ007","GU",1,1,0,0
"746041","4/4/2008 0:00:00","RIP CURRENT",6,"PMZ006","GU",1,0,0,0
"746108","9/1/2008 0:00:00","FLASH FLOOD",2,"NORTHEAST","PR",2,0,1815,6546
"746146","9/21/2008 0:00:00","FLASH FLOOD",3,"SOUTHEAST","PR",1,0,1800,6606
"746153","9/21/2008 0:00:00","FLASH FLOOD",4,"EASTERN INTERIOR","PR",1,0,1811,6555
"746164","9/22/2008 0:00:00","FLOOD",7,"PONCE AND VICINITY","PR",1,0,1804,6638
"746332","1/1/2009 0:00:00","EXTREME COLD/WIND CHILL",1,"NMZ001","NM",1,0,0,0
"746399","1/2/2009 0:00:00","FLOOD",5,"CLACKAMAS","OR",1,0,4517,12220
"746429","1/25/2009 0:00:00","EXTREME COLD/WIND CHILL",14,"ILZ014","IL",1,0,0,0
"746460","1/24/2009 0:00:00","EXTREME COLD/WIND CHILL",5,"ILZ005","IL",1,0,0,0
"746467","1/7/2009 0:00:00","STRONG WIND",75,"GAZ075","GA",0,1,0,0
"746544","1/6/2009 0:00:00","FLASH FLOOD",107,"PICKENS","AL",2,1,3314,8818
"746582","1/22/2009 0:00:00","FLOOD",129,"SAN LORENZO","PR",1,0,1806,6559
"746586","1/13/2009 0:00:00","THUNDERSTORM WIND",115,"SARASOTA","FL",0,1,2718,8229
"746698","1/27/2009 0:00:00","WINTER STORM",60,"PAZ060","PA",0,12,0,0
"746701","1/27/2009 0:00:00","WINTER STORM",1,"DEZ001","DE",0,10,0,0
"746714","1/27/2009 0:00:00","WINTER STORM",2,"DEZ002","DE",0,5,0,0
"746757","1/7/2009 0:00:00","LANDSLIDE",52,"NCZ052","NC",0,2,0,0
"746796","1/7/2009 0:00:00","STRONG WIND",4,"GAZ004","GA",0,1,0,0
"746797","1/6/2009 0:00:00","WINTER WEATHER",9,"CTZ009","CT",1,1,0,0
"746811","1/8/2009 0:00:00","COLD/WIND CHILL",45,"ILZ045","IL",1,0,0,0
"746819","1/24/2009 0:00:00","COLD/WIND CHILL",12,"WIZ012","WI",1,0,0,0
"746829","1/25/2009 0:00:00","EXTREME COLD/WIND CHILL",37,"MNZ037","MN",1,0,0,0
"746867","1/19/2009 0:00:00","WILDFIRE",2,"OKZ002","OK",0,1,0,0
"746889","1/19/2009 0:00:00","WINTER WEATHER",3,"DEZ003","DE",0,5,0,0
"746913","1/26/2009 0:00:00","EXTREME COLD/WIND CHILL",19,"MNZ019","MN",1,0,0,0
"746939","1/7/2009 0:00:00","HIGH WIND",69,"WYZ069","WY",0,1,0,0
"747054","1/19/2009 0:00:00","WINTER WEATHER",19,"NJZ019","NJ",1,0,0,0
"747065","1/24/2009 0:00:00","COLD/WIND CHILL",39,"WIZ039","WI",1,0,0,0
"747149","1/2/2009 0:00:00","LANDSLIDE",6,"ORZ006","OR",0,5,0,0
"747158","1/17/2009 0:00:00","HIGH WIND",6,"ORZ006","OR",0,2,0,0
"747169","1/2/2009 0:00:00","AVALANCHE",2,"WYZ002","WY",1,0,0,0
"747332","1/22/2009 0:00:00","WILDFIRE",113,"TXZ113","TX",0,1,0,0
"747338","1/22/2009 0:00:00","EXTREME COLD/WIND CHILL",17,"FLZ017","FL",1,0,0,0
"747362","1/29/2009 0:00:00","AVALANCHE",18,"COZ018","CO",0,1,0,0
"747381","1/15/2009 0:00:00","EXTREME COLD/WIND CHILL",38,"ILZ027>031 - 036>038 - 040>048 - 053 - 055","IL",1,0,0,0
"747436","1/21/2009 0:00:00","EXTREME COLD/WIND CHILL",14,"ILZ014","IL",1,0,0,0
"747437","1/4/2009 0:00:00","EXTREME COLD/WIND CHILL",8,"ILZ008","IL",1,0,0,0
"747438","1/5/2009 0:00:00","EXTREME COLD/WIND CHILL",14,"ILZ014","IL",1,0,0,0
"747453","1/27/2009 0:00:00","ICE STORM",119,"TXZ118 - 133>134 - 146","TX",1,0,0,0
"747477","1/16/2009 0:00:00","EXTREME COLD/WIND CHILL",60,"IAZ060","IA",1,0,0,0
"747549","1/12/2009 0:00:00","BLIZZARD",56,"MNZ047 - 054 - 056 - 064","MN",1,0,0,0
"747618","1/15/2009 0:00:00","EXTREME COLD/WIND CHILL",77,"OHZ077","OH",1,0,0,0
"747657","1/19/2009 0:00:00","WINTER WEATHER",60,"PAZ060 - 067 - 070","PA",0,10,0,0
"747677","1/27/2009 0:00:00","WINTER WEATHER",3,"DEZ003 - 004","DE",0,5,0,0
"747701","1/26/2009 0:00:00","ICE STORM",2,"TNZ001>004 - 019>021 - 048>049 - 051","TN",1,0,0,0
"747765","1/19/2009 0:00:00","WINTER WEATHER",16,"NJZ016>018 - 020>021 - 023>024 - 026","NJ",0,8,0,0
"747803","1/6/2009 0:00:00","ICE STORM",6,"CTZ005 - 006","CT",1,3,0,0
"747905","1/27/2009 0:00:00","WINTER STORM",55,"PAZ054 - 061","PA",0,5,0,0
"747998","1/4/2009 0:00:00","HEAVY SNOW",1,"NMZ001 - 004","NM",1,0,0,0
"748114","2/11/2009 0:00:00","THUNDERSTORM WIND",47,"MCDOWELL","WV",1,0,3728,8140
"748159","2/11/2009 0:00:00","TORNADO",3,"HONOLULU","HI",0,1,2120,15803
"748451","2/16/2009 0:00:00","LIGHTNING",19,"PIMA","AZ",0,1,3144,11129
"748456","2/28/2009 0:00:00","LIGHTNING",145,"HARRIS","GA",0,1,3252,8451
"748682","2/18/2009 0:00:00","LIGHTNING",255,"SPALDING","GA",0,1,3315,8416
"748685","2/28/2009 0:00:00","TORNADO",81,"LEE","AL",0,3,3235,8515
"748739","2/18/2009 0:00:00","TORNADO",141,"HANCOCK","GA",1,3,3315,8253
"748909","2/27/2009 0:00:00","THUNDERSTORM WIND",107,"HOPKINS","KY",0,2,3722,8721
"748952","2/26/2009 0:00:00","LIGHTNING",153,"POLK","IA",0,1,4138,9342
"748956","2/18/2009 0:00:00","TORNADO",237,"PUTNAM","GA",0,1,3318,8330
"749143","2/10/2009 0:00:00","THUNDERSTORM WIND",69,"JOHNSTON","OK",0,1,3419,9646
"749154","2/10/2009 0:00:00","TORNADO",19,"CARTER","OK",8,46,3404,9724
"749385","2/10/2009 0:00:00","THUNDERSTORM WIND",309,"MCLENNAN","TX",0,3,3126,9724
"749416","2/19/2009 0:00:00","WINTER WEATHER",58,"MTZ058","MT",2,0,0,0
"749425","2/22/2009 0:00:00","STRONG WIND",506,"CAZ506","CA",1,0,0,0
"749426","2/21/2009 0:00:00","MARINE STRONG WIND",560,"PZZ560","PZ",1,2,3707,12222
"749509","2/18/2009 0:00:00","WINTER WEATHER",61,"WIZ061","WI",0,2,0,0
"749536","2/4/2009 0:00:00","EXTREME COLD/WIND CHILL",70,"OHZ070","OH",1,0,0,0
"749545","2/11/2009 0:00:00","THUNDERSTORM WIND",145,"WHITE","AR",0,3,3521,9151
"749620","2/5/2009 0:00:00","EXTREME COLD/WIND CHILL",13,"ILZ013","IL",1,0,0,0
"749636","2/26/2009 0:00:00","STRONG WIND",5,"HIZ005","HI",1,0,0,0
"749858","2/18/2009 0:00:00","BLIZZARD",209,"AKZ209","AK",2,0,0,0
"750065","2/19/2009 0:00:00","WINTER WEATHER",38,"MTZ038","MT",1,1,0,0
"750211","2/9/2009 0:00:00","HIGH WIND",56,"IAZ056","IA",0,1,0,0
"750273","2/5/2009 0:00:00","COLD/WIND CHILL",72,"FLZ072","FL",1,0,0,0
"750283","2/27/2009 0:00:00","AVALANCHE",12,"WYZ012","WY",3,0,0,0
"750292","2/8/2009 0:00:00","EXTREME COLD/WIND CHILL",8,"WIZ008","WI",1,0,0,0
"750311","2/11/2009 0:00:00","EXTREME COLD/WIND CHILL",8,"WIZ008","WI",1,0,0,0
"750521","2/11/2009 0:00:00","HIGH WIND",54,"OHZ054","OH",1,2,0,0
"750986","3/27/2009 0:00:00","LIGHTNING",91,"OKALOOSA","FL",0,1,3022,8636
"751105","3/8/2009 0:00:00","THUNDERSTORM WIND",157,"TIPPECANOE","IN",0,1,4022,8646
"751139","3/8/2009 0:00:00","TORNADO",167,"SANGAMON","IL",0,2,3939,8955
"751155","3/28/2009 0:00:00","FLASH FLOOD",91,"OKALOOSA","FL",1,0,3049,8628
"751191","3/29/2009 0:00:00","TORNADO",71,"LANCASTER","PA",0,3,4009,7618
"751251","3/15/2009 0:00:00","LIGHTNING",355,"NUECES","TX",1,0,2748,9704
"751254","3/9/2009 0:00:00","FLOOD",15,"BUTLER","KS",1,0,3750,9651
"751288","3/27/2009 0:00:00","TORNADO",155,"ROBESON","NC",0,1,3452,7858
"751450","3/26/2009 0:00:00","TORNADO",67,"JONES","MS",0,1,3145,8923
"751513","3/8/2009 0:00:00","TORNADO",101,"LAWRENCE","IL",0,1,3846,8734
"751523","3/26/2009 0:00:00","TORNADO",61,"JASPER","MS",0,1,3207,8913
"751537","3/26/2009 0:00:00","TORNADO",127,"SIMPSON","MS",0,25,3147,8951
"751587","3/28/2009 0:00:00","TORNADO",101,"HENDERSON","KY",0,2,3740,8746
"751772","3/28/2009 0:00:00","FLASH FLOOD",47,"HARRISON","MS",1,0,3020,8909
"751907","3/8/2009 0:00:00","HAIL",157,"RANDOLPH","IL",0,1,3813,8958
"751989","3/26/2009 0:00:00","STRONG WIND",20,"NVZ020","NV",0,2,0,0
"752015","3/7/2009 0:00:00","RIP CURRENT",172,"FLZ172","FL",1,0,0,0
"752028","3/8/2009 0:00:00","TORNADO",191,"WAYNE","IL",0,1,3825,8832
"752124","3/8/2009 0:00:00","TORNADO",157,"RANDOLPH","IL",0,1,3810,8954
"752169","3/10/2009 0:00:00","FLOOD",137,"PUTNAM","OH",1,0,4101,8404
"752267","3/16/2009 0:00:00","HEAVY RAIN",89,"SHASTA","CA",1,0,4034,12224
"752312","3/23/2009 0:00:00","TORNADO",25,"CASS","NE",0,5,4046,9627
"752498","3/28/2009 0:00:00","LIGHTNING",109,"ST. JOHNS","FL",0,1,2954,8135
"752531","3/8/2009 0:00:00","TORNADO",93,"LAWRENCE","IN",0,1,3851,8636
"752582","3/23/2009 0:00:00","TORNADO",25,"CASS","NE",0,3,4048,9626
"752618","3/26/2009 0:00:00","LIGHTNING",83,"LOGAN","AR",0,1,3510,9358
"752993","3/3/2009 0:00:00","AVALANCHE",72,"CAZ072","CA",1,0,0,0
"753060","3/23/2009 0:00:00","HIGH WIND",88,"NEZ088","NE",0,1,0,0
"753271","3/24/2009 0:00:00","STRONG WIND",21,"TNZ021","TN",0,1,0,0
"753276","3/17/2009 0:00:00","WILDFIRE",35,"TXZ035","TX",0,1,0,0
"753463","3/7/2009 0:00:00","AVALANCHE",50,"ORZ050","OR",1,2,0,0
"753485","3/28/2009 0:00:00","HIGH SURF",12,"FLZ012","FL",1,0,0,0
"753520","3/1/2009 0:00:00","WINTER STORM",15,"MDZ015","MD",1,1,0,0
"753677","3/20/2009 0:00:00","STRONG WIND",507,"WAZ507","WA",1,1,0,0
"753687","3/18/2009 0:00:00","WILDFIRE",6,"COZ006","CO",0,1,0,0
"753894","4/27/2009 0:00:00","FLASH FLOOD",15,"BENTON","MO",1,0,3830,9327
"753899","4/10/2009 0:00:00","TORNADO",143,"LYON","KY",0,1,3706,8801
"753901","4/9/2009 0:00:00","TORNADO",133,"SEVIER","AR",0,7,3400,9428
"754002","4/9/2009 0:00:00","TORNADO",61,"HOWARD","AR",0,1,3400,9357
"754064","4/2/2009 0:00:00","THUNDERSTORM WIND",43,"CULLMAN","AL",0,2,3418,8706
"754313","4/13/2009 0:00:00","THUNDERSTORM WIND",1,"ALACHUA","FL",0,2,2933,8231
"754467","4/10/2009 0:00:00","TORNADO",47,"CHRISTIAN","KY",0,2,3707,8729
"754622","4/2/2009 0:00:00","THUNDERSTORM WIND",133,"WINSTON","AL",0,1,3413,8736
"754625","4/2/2009 0:00:00","THUNDERSTORM WIND",133,"WINSTON","AL",0,1,3401,8730
"754781","4/18/2009 0:00:00","DUST DEVIL",27,"DUTCHESS","NY",0,2,4136,7346
"754847","4/10/2009 0:00:00","TORNADO",113,"RUSSELL","AL",0,2,3225,8505
"754913","4/10/2009 0:00:00","TORNADO",95,"MARSHALL","AL",0,5,3429,8615
"754939","4/2/2009 0:00:00","THUNDERSTORM WIND",93,"MARION","AL",0,2,3402,8810
"754968","4/16/2009 0:00:00","HAIL",303,"LUBBOCK","TX",0,3,3330,10154
"755058","4/26/2009 0:00:00","TORNADO",173,"SEDGWICK","KS",0,2,3734,9739
"755257","4/10/2009 0:00:00","TORNADO",149,"RUTHERFORD","TN",2,58,3545,8651
"755374","4/9/2009 0:00:00","TORNADO",17,"CADDO","LA",0,2,3231,9402
"755703","4/10/2009 0:00:00","TORNADO",33,"BURKE","GA",0,4,3307,8211
"755896","4/9/2009 0:00:00","TORNADO",79,"LE FLORE","OK",0,4,3437,9433
"755910","4/10/2009 0:00:00","TORNADO",3,"AIKEN","SC",0,14,3324,8151
"755989","4/10/2009 0:00:00","TORNADO",245,"RICHMOND","GA",0,12,3327,8209
"756074","4/26/2009 0:00:00","FLASH FLOOD",77,"HARPER","KS",0,1,3701,9816
"756099","4/26/2009 0:00:00","FLOOD",73,"GREENWOOD","KS",1,0,3807,9558
"756140","4/27/2009 0:00:00","FLOOD",99,"LABETTE","KS",2,0,3722,9530
"756265","4/2/2009 0:00:00","THUNDERSTORM WIND",113,"PIKE","MS",0,1,3111,9028
"756320","4/27/2009 0:00:00","TORNADO",349,"NAVARRO","TX",0,1,3204,9629
"756375","4/10/2009 0:00:00","TORNADO",113,"RUSSELL","AL",0,1,3218,8506
"756447","4/19/2009 0:00:00","TORNADO",49,"DEKALB","AL",0,13,3433,8542
"756669","4/19/2009 0:00:00","TORNADO",95,"MARSHALL","AL",1,1,3421,8609
"756678","4/2/2009 0:00:00","TORNADO",37,"DAVIDSON","TN",0,1,3606,8642
"756703","4/10/2009 0:00:00","TORNADO",1,"ABBEVILLE","SC",0,2,3411,8228
"756760","4/17/2009 0:00:00","WILDFIRE",44,"WIZ044","WI",0,1,0,0
"756809","4/11/2009 0:00:00","HAIL",329,"MIDLAND","TX",0,1,3200,10209
"756823","4/4/2009 0:00:00","WILDFIRE",15,"TXZ015","TX",0,4,0,0
"756874","4/17/2009 0:00:00","STRONG WIND",93,"TXZ093","TX",0,1,0,0
"756929","4/10/2009 0:00:00","TORNADO",141,"HANCOCK","GA",0,1,3317,8256
"756938","4/25/2009 0:00:00","LIGHTNING",87,"JEFFERSON","KS",1,1,3905,9528
"756991","4/19/2009 0:00:00","TORNADO",57,"CHEROKEE","GA",0,2,3404,8427
"757087","4/29/2009 0:00:00","TORNADO",55,"FINNEY","KS",0,1,3749,10052
"757088","4/29/2009 0:00:00","TORNADO",55,"FINNEY","KS",0,1,3751,10053
"757089","4/5/2009 0:00:00","FLOOD",79,"MADISON","FL",1,0,3028,8315
"757100","4/19/2009 0:00:00","THUNDERSTORM WIND",103,"MORGAN","AL",1,0,3430,8654
"757268","4/18/2009 0:00:00","LIGHTNING",405,"SAN AUGUSTINE","TX",0,1,3113,9407
"757278","4/29/2009 0:00:00","FLASH FLOOD",181,"GRAYSON","TX",1,1,3354,9635
"757392","4/28/2009 0:00:00","FLASH FLOOD",201,"HARRIS","TX",1,0,2937,9531
"757426","4/10/2009 0:00:00","HAIL",95,"MARSHALL","AL",0,1,3434,8613
"757436","4/9/2009 0:00:00","TORNADO",113,"POLK","AR",3,30,3432,9419
"757462","4/9/2009 0:00:00","THUNDERSTORM WIND",43,"DREW","AR",0,1,3342,9139
"757477","4/10/2009 0:00:00","THUNDERSTORM WIND",107,"MCMINN","TN",0,1,3527,8436
"757659","4/13/2009 0:00:00","RIP CURRENT",168,"FLZ168","FL",1,0,0,0
"757770","4/25/2009 0:00:00","RIP CURRENT",172,"FLZ172","FL",1,1,0,0
"757771","4/26/2009 0:00:00","RIP CURRENT",168,"FLZ168","FL",1,0,0,0
"757891","4/12/2009 0:00:00","RIP CURRENT",6,"CAZ006","CA",1,0,0,0
"757902","4/9/2009 0:00:00","WILDFIRE",91,"TXZ091 - 100>101 - 115","TX",2,1,0,0
"758115","4/10/2009 0:00:00","RIP CURRENT",6,"FLZ006","FL",1,0,0,0
"758197","4/12/2009 0:00:00","STRONG WIND",12,"ALZ012","AL",0,3,0,0
"758228","4/17/2009 0:00:00","FLASH FLOOD",149,"FAYETTE","TX",1,0,2940,9654
"758260","4/2/2009 0:00:00","STRONG WIND",209,"TXZ209","TX",0,1,0,0
"758303","4/11/2009 0:00:00","RIP CURRENT",6,"FLZ006","FL",1,0,0,0
"758452","4/13/2009 0:00:00","HIGH WIND",23,"GAZ023 - 045","GA",0,1,0,0
"758456","4/24/2009 0:00:00","RIP CURRENT",2,"FLZ002","FL",1,0,0,0
"758481","4/13/2009 0:00:00","STRONG WIND",85,"TNZ085","TN",1,0,0,0
"758575","5/5/2009 0:00:00","TORNADO",195,"WILSON","NC",0,1,3540,7806
"758836","5/31/2009 0:00:00","LIGHTNING",29,"JACKSON","OR",0,1,4217,12251
"758928","5/8/2009 0:00:00","THUNDERSTORM WIND",1,"ALLEN","KS",0,1,3803,9638
"759339","5/2/2009 0:00:00","TORNADO",91,"MILLER","AR",0,3,3319,9401
"759426","5/3/2009 0:00:00","FLASH FLOOD",459,"UPSHUR","TX",1,0,3251,9506
"759464","5/15/2009 0:00:00","LIGHTNING",43,"CULLMAN","AL",0,1,3415,8642
"759603","5/24/2009 0:00:00","THUNDERSTORM WIND",69,"LAKE","FL",3,2,2915,8137
"759777","5/6/2009 0:00:00","LIGHTNING",145,"STEARNS","MN",1,1,4533,9412
"759988","5/8/2009 0:00:00","THUNDERSTORM WIND",205,"WILSON","KS",1,0,3734,9557
"760106","5/4/2009 0:00:00","THUNDERSTORM WIND",710,"NORFOLK (C)","VA",0,1,3652,7616
"760425","5/25/2009 0:00:00","LIGHTNING",81,"MANATEE","FL",0,1,2727,8210
"760503","5/15/2009 0:00:00","LIGHTNING",43,"CULLMAN","AL",0,1,3406,8652
"760600","5/11/2009 0:00:00","THUNDERSTORM WIND",155,"ROBESON","NC",0,1,3431,7858
"760968","5/16/2009 0:00:00","THUNDERSTORM WIND",43,"GRANT","LA",0,2,3131,9225
"761083","5/3/2009 0:00:00","THUNDERSTORM WIND",127,"WINN","LA",0,1,3155,9238
"761086","5/7/2009 0:00:00","FLASH FLOOD",101,"MONTGOMERY","AL",1,0,3222,8619
"761121","5/1/2009 0:00:00","TORNADO",101,"LEWIS","TN",0,2,3526,8731
"761145","5/26/2009 0:00:00","LIGHTNING",101,"ANCHORAGE MUNI TO BIRD CREEK","AK",0,2,6115,14930
"761202","5/13/2009 0:00:00","THUNDERSTORM WIND",9,"BARRY","MO",0,1,3649,9355
"761263","5/3/2009 0:00:00","THUNDERSTORM WIND",91,"MARENGO","AL",0,1,3218,8748
"761451","5/2/2009 0:00:00","HEAVY RAIN",223,"HOPKINS","TX",0,2,3307,9538
"761563","5/5/2009 0:00:00","HEAVY RAIN",97,"SONOMA","CA",1,1,3817,12228
"761621","5/8/2009 0:00:00","THUNDERSTORM WIND",199,"WILLIAMSON","IL",0,1,3745,8904
"761688","5/2/2009 0:00:00","LIGHTNING",121,"DENTON","TX",0,1,3307,9701
"761759","5/25/2009 0:00:00","LIGHTNING",123,"WELD","CO",0,2,4028,10437
"761847","5/8/2009 0:00:00","THUNDERSTORM WIND",139,"LIVINGSTON","KY",0,1,3708,8824
"761894","5/24/2009 0:00:00","FLASH FLOOD",31,"CRAIGHEAD","AR",2,0,3557,9037
"761946","5/8/2009 0:00:00","THUNDERSTORM WIND",23,"BUTLER","MO",2,0,3642,9022
"761947","5/24/2009 0:00:00","LIGHTNING",81,"MANATEE","FL",0,4,2726,8233
"761953","5/24/2009 0:00:00","LIGHTNING",41,"WARREN","NJ",0,4,4059,7504
"761969","5/3/2009 0:00:00","THUNDERSTORM WIND",403,"SABINE","TX",0,1,3125,9344
"761975","5/4/2009 0:00:00","TORNADO",99,"ST. MARTIN","LA",0,3,3012,9143
"762031","5/2/2009 0:00:00","THUNDERSTORM WIND",113,"DALLAS","TX",0,12,3257,9657
"762115","5/8/2009 0:00:00","THUNDERSTORM WIND",77,"JACKSON","IL",1,6,3744,8934
"762116","5/4/2009 0:00:00","HEAVY RAIN",33,"HARRISON","WV",1,1,3919,8025
"762201","5/8/2009 0:00:00","THUNDERSTORM WIND",77,"GREENE","MO",0,4,3711,9335
"762252","5/24/2009 0:00:00","FLASH FLOOD",31,"CRAIGHEAD","AR",1,0,3550,9043
"762281","5/9/2009 0:00:00","FLOOD",213,"SIMPSON","KY",1,0,3644,8633
"762290","5/24/2009 0:00:00","LIGHTNING",1,"FAIRFIELD","CT",0,3,4122,7310
"762317","5/8/2009 0:00:00","TORNADO",151,"MADISON","KY",2,15,3739,8427
"762497","5/8/2009 0:00:00","TORNADO",5,"ALLEGHANY","NC",0,6,3633,8102
"762519","5/3/2009 0:00:00","THUNDERSTORM WIND",43,"GRANT","LA",0,1,3131,9242
"762592","5/1/2009 0:00:00","FLOOD",97,"MAYES","OK",1,0,3616,9518
"762641","5/15/2009 0:00:00","FLOOD",57,"FULTON","IL",1,0,4043,9026
"762646","5/8/2009 0:00:00","THUNDERSTORM WIND",167,"POLK","MO",0,1,3728,9336
"762648","5/6/2009 0:00:00","TORNADO",103,"NOXUBEE","MS",0,2,3314,8845
"762668","5/9/2009 0:00:00","THUNDERSTORM WIND",35,"EAST CARROLL","LA",0,2,3250,9110
"762744","5/13/2009 0:00:00","TORNADO",211,"SULLIVAN","MO",1,0,4013,9306
"762765","5/16/2009 0:00:00","THUNDERSTORM WIND",149,"RUTHERFORD","TN",0,1,3551,8623
"762971","5/16/2009 0:00:00","LIGHTNING",163,"YAZOO","MS",1,2,3246,9031
"763002","5/16/2009 0:00:00","TORNADO",53,"MADISON","NY",0,1,4245,7546
"763008","5/3/2009 0:00:00","THUNDERSTORM WIND",85,"SABINE","LA",1,0,3138,9338
"763009","5/8/2009 0:00:00","TORNADO",215,"TEXAS","MO",0,2,3703,9142
"763022","5/1/2009 0:00:00","FLASH FLOOD",119,"MAURY","TN",0,1,3538,8707
"763071","5/8/2009 0:00:00","TORNADO",59,"DALLAS","MO",0,2,3731,9303
